function	baseline_anchor	candidate_anchor	body_sha256	zgc_file_anchor
raw	runtime/src/Common/ColourTypes.h:47	runtime/src/Heap/z/zAddress.inline.hpp:57	8b8b0ea9a7f2ac00d024ceccee9bc1ad6f4f52c22755cf89cb8a350c4f325410	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zAddress.inline.hpp:49
to_zpointer	runtime/src/Common/ColourTypes.h:52	runtime/src/Heap/z/zAddress.inline.hpp:62	a49a47b5c3a139f37c67d4b22e10ee64b072a97200e1baeb575154f930142779	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zAddress.inline.hpp:49
to_zaddress_unsafe	runtime/src/Common/ColourTypes.h:56	runtime/src/Heap/z/zAddress.inline.hpp:66	9f698f3c072bc712132b5405ba2eaf40ebdbc659351b093a7f4686dbcf38722e	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zAddress.inline.hpp:49
to_zaddress	runtime/src/Common/ColourTypes.h:60	runtime/src/Heap/z/zAddress.inline.hpp:70	d96b1f855aa5bb5be550e3bdc1bee3c033f46ef99ee9784827067bef5d04c692	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zAddress.inline.hpp:49
safe	runtime/src/Common/ColourTypes.h:66	runtime/src/Heap/z/zAddress.inline.hpp:76	5ea2ba7f0ae6b139723cae1f69c272f4be84ae21371f1180e40c683d86822c45	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zAddress.inline.hpp:49
uncolor_bits	runtime/src/Common/ColourTypes.h:71	runtime/src/Heap/z/zAddress.inline.hpp:81	f6b0d8956a6be6f4be83b2978b092fc74ceea952ade30dffc9ddf37c0b9313d0	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zAddress.inline.hpp:49
if	runtime/src/Common/ColourTypes.h:88	runtime/src/Heap/z/zAddress.inline.hpp:98	4158726e58eb89aaab2f79525680135257d36f7393ff000f3f5cdc44d01fc08a	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zAddress.inline.hpp:49
to_object	runtime/src/Common/ColourTypes.h:85	runtime/src/Heap/z/zAddress.inline.hpp:95	06a8931e4a71f38341d8ffae47fabad1b24a6acdc114856a3660cf749a0f9cb5	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zAddress.inline.hpp:49
from_object	runtime/src/Common/ColourTypes.h:95	runtime/src/Heap/z/zAddress.inline.hpp:105	424fbe0d7d549af560579c5364ac122ce20834c219aa8ca00efbb3a2c2ad7a1e	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zAddress.inline.hpp:49
from_region_addr	runtime/src/Common/ColourTypes.h:108	runtime/src/Heap/z/zAddress.inline.hpp:118	ab5d71714cc2df2587ebcc8a52a14e53369e0b23d686b7a86cba85324e86d29e	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zAddress.inline.hpp:49
from_alloc_addr	runtime/src/Common/ColourTypes.h:116	runtime/src/Heap/z/zAddress.inline.hpp:126	ab5d71714cc2df2587ebcc8a52a14e53369e0b23d686b7a86cba85324e86d29e	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zAddress.inline.hpp:49
from_native_ref	runtime/src/Common/ColourTypes.h:129	runtime/src/Heap/z/zAddress.inline.hpp:139	5e63525144779b4ae8c9f01fad7d2560b41e95ae273c91c6176373761f40c7f4	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zAddress.inline.hpp:49
from_native_ref	runtime/src/Common/ColourTypes.h:138	runtime/src/Heap/z/zAddress.inline.hpp:148	90bb21e28c3c7be98495242906952a5fd72345e3c991214139b14901743b1883	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zAddress.inline.hpp:49
as_abi_ref_slot	runtime/src/Common/ColourTypes.h:146	runtime/src/Heap/z/zAddress.inline.hpp:156	90a388bdf9d819f92890e8585c762317331e97880d1cd2c56c7ff5aca0c228f7	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zAddress.inline.hpp:49
is_null	runtime/src/Common/ColourTypes.h:151	runtime/src/Heap/z/zAddress.inline.hpp:161	f158f11fe376603226ad0a872cdefe5a5485e254845c2b2adc91be54db7a9e84	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zAddress.inline.hpp:49
is_null	runtime/src/Common/ColourTypes.h:152	runtime/src/Heap/z/zAddress.inline.hpp:162	e97bdbec282e2b307126c43f30bd0237d15a0a7327cfad7a857d60a4194562f1	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zAddress.inline.hpp:49
is_null	runtime/src/Common/ColourTypes.h:153	runtime/src/Heap/z/zAddress.inline.hpp:163	1be0828fe7ca1cf3fdf48b138006aadb4a372359e0ab6ea3c7578a371945a025	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zAddress.inline.hpp:49
GetSize	runtime/src/Heap/Allocator/AllocationStallQueue.h:49	runtime/src/Heap/z/zPageAllocator.hpp:50	f96e7f5d97bb379cd5be90f2f0d6b169a24b63c87deb554af08607dfbafd0878	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zPageAllocator.hpp:45
Init	runtime/src/ObjectManager.h:26	runtime/src/Heap/z/zGeneration.cpp:795	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zGeneration.cpp:69
Fini	runtime/src/StackManager.cpp:97	runtime/src/Heap/z/zCollectedHeap.hpp:47	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zCollectedHeap.hpp:35
Sample	runtime/src/Heap/Allocator/AllocBuffer.h:26	runtime/src/Heap/z/zTLABUsage.hpp:23	5b49a4dd2ad74117d06b2c2354dfe8c49357590351d3272b999b63ed1f9ac042	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zTLABUsage.hpp:43
Average	runtime/src/Heap/Allocator/AllocBuffer.h:31	runtime/src/Heap/z/zTLABUsage.hpp:28	9276a7dbe05c6399cc6b1b96b4c249750d9524c3b510113f2ea0cfb6f79bf6e9	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zTLABUsage.hpp:43
Used	runtime/src/Heap/Allocator/AllocBuffer.h:45	runtime/src/Heap/z/zTLABUsage.hpp:42	8643a186974d6eca229163a53b10bfc3a7ec49d29d7c936067832c827221eda6	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zTLABUsage.hpp:43
Update	runtime/src/Heap/Allocator/AllocBuffer.h:47	runtime/src/Heap/z/zTLABUsage.hpp:44	f846438c35416752bd37cfe753db0a6a49884ae1df95f6320de3bf0d3cce9550	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zTLABUsage.hpp:43
AllocBuffer	runtime/src/Heap/Allocator/AllocBuffer.h:60	runtime/src/Heap/z/zThreadLocalAllocBuffer.hpp:27	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zThreadLocalAllocBuffer.hpp:31
GetRegion	runtime/src/Heap/Allocator/AllocBuffer.h:68	runtime/src/Heap/z/zThreadLocalAllocBuffer.hpp:35	1b840e603012a6a96bf7feb6aea38999543e2cfcc4cfdaf38e2060274345db0b	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zThreadLocalAllocBuffer.hpp:31
GetTlRawPointerRegions	runtime/src/Heap/Allocator/AllocBuffer.h:69	runtime/src/Heap/z/zThreadLocalAllocBuffer.hpp:36	d98c34f8742e07c69787d8b454823d651b00b7843628ab936d94ed468526f6f8	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zThreadLocalAllocBuffer.hpp:31
GetTlLargeRawPointerRegions	runtime/src/Heap/Allocator/AllocBuffer.h:70	runtime/src/Heap/z/zThreadLocalAllocBuffer.hpp:37	f658071fc87daebf9a11b2f1ce1b390d3fe2f9085a4c1b7173d0e9f98d627ffe	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zThreadLocalAllocBuffer.hpp:31
GetPreparedRegion	runtime/src/Heap/Allocator/AllocBuffer.h:71	runtime/src/Heap/z/zThreadLocalAllocBuffer.hpp:38	533e1887e0eecabd15c2a2758121e5aa4c442484723ee17d3a54629e2a883c86	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zThreadLocalAllocBuffer.hpp:31
SetPreparedRegion	runtime/src/Heap/Allocator/AllocBuffer.h:80	runtime/src/Heap/z/zThreadLocalAllocBuffer.hpp:47	f52c2e4376c8facd25a554fbde1e683481385333c1b1d0b543a03eb664eedb56	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zThreadLocalAllocBuffer.hpp:31
PushYoungAllocBlack	runtime/src/Heap/Allocator/AllocBuffer.h:89	runtime/src/Heap/z/zThreadLocalAllocBuffer.hpp:56	6bea9ddffabb3bf875f7da96726af87123b82b6b4fa69e5b742ce94a24d06520	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zThreadLocalAllocBuffer.hpp:31
YoungAllocBlackCount	runtime/src/Heap/Allocator/AllocBuffer.h:94	runtime/src/Heap/z/zThreadLocalAllocBuffer.hpp:61	f799bf9b33d189d4fd6495937e7f9d139db849431af457c27827ddee9c69e438	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zThreadLocalAllocBuffer.hpp:31
for	runtime/src/Heap/Allocator/AllocBuffer.h:110	runtime/src/Heap/z/zThreadLocalAllocBuffer.hpp:77	a42cb95fca98a0ff1f194b0514f7265657b28673aa08ab1f04547aca9bcc98cc	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zThreadLocalAllocBuffer.hpp:31
for	runtime/src/Heap/Allocator/AllocBuffer.h:128	runtime/src/Heap/z/zThreadLocalAllocBuffer.hpp:95	e35d4e1a8cc167e5a6fe433a3f0ac5e18767a9e46677d95bbb74f3fdb06d8172	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zThreadLocalAllocBuffer.hpp:31
PushY2yDirtyHolder	runtime/src/Heap/Allocator/AllocBuffer.h:149	runtime/src/Heap/z/zThreadLocalAllocBuffer.hpp:116	3f74522dc2d624926a8ca744a1e397531739dc7090f4f7894de68bde3ff49cec	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zThreadLocalAllocBuffer.hpp:31
if	runtime/src/Heap/Allocator/AllocBuffer.h:163	runtime/src/Heap/z/zThreadLocalAllocBuffer.hpp:130	af4aa627db390be64d795eaf6d17660ae0c2d87dc7337f1b2853c90c479e1a1f	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zThreadLocalAllocBuffer.hpp:31
Y2yDirtyHolderCount	runtime/src/Heap/Allocator/AllocBuffer.h:175	runtime/src/Heap/z/zThreadLocalAllocBuffer.hpp:142	fc6c9e60a8e88068fe5eda3a67cb6926fdc9ebfc57a03e8af723bb5382157828	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zThreadLocalAllocBuffer.hpp:31
PushY2yDirtySlot	runtime/src/Heap/Allocator/AllocBuffer.h:186	runtime/src/Heap/z/zThreadLocalAllocBuffer.hpp:153	28b8015aa7d266cedeafdbf8c6457be2748432f97d6d3c0bd60763379238e815	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zThreadLocalAllocBuffer.hpp:31
Y2yDirtySlotCount	runtime/src/Heap/Allocator/AllocBuffer.h:207	runtime/src/Heap/z/zThreadLocalAllocBuffer.hpp:174	112df1e35139d93a2db82e7b120f780046caae664801c0dcbe4daaf6e84349eb	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zThreadLocalAllocBuffer.hpp:31
SetY2yDirtyHolderMergeHookForTest	runtime/src/Heap/Allocator/AllocBuffer.h:215	runtime/src/Heap/z/zThreadLocalAllocBuffer.hpp:182	9f9e6db3de71e9157a8685c81912b90e64ab82229ca340041b0d2b8b8701c584	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zThreadLocalAllocBuffer.hpp:31
SetYoungAllocBlackHandoffHookForTest	runtime/src/Heap/Allocator/AllocBuffer.h:230	runtime/src/Heap/z/zThreadLocalAllocBuffer.hpp:197	f6bc09b39524d917be9c55d86c10011bee3c4102ce4bec9dce0b81b09bd48f3f	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zThreadLocalAllocBuffer.hpp:31
FireHandoffHook	runtime/src/Heap/Allocator/AllocBuffer.h:242	runtime/src/Heap/z/zThreadLocalAllocBuffer.hpp:209	69f99bbc8ad9884d0ecaeaa8f875aa74764a2e1aacb9fcc5726b4fa5b7c560d9	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zThreadLocalAllocBuffer.hpp:31
<lambda-or-initializer>	runtime/src/Heap/Allocator/AllocBuffer.h:283	runtime/src/Heap/z/zThreadLocalAllocBuffer.hpp:250	d1de736d4f17a5a86cd7c06b11b98be2b2e9f5324c69b6bc9f223e66e9a30cbd	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zThreadLocalAllocBuffer.hpp:31
<lambda-or-initializer>	runtime/src/Heap/Allocator/AllocBuffer.h:288	runtime/src/Heap/z/zThreadLocalAllocBuffer.hpp:255	d1de736d4f17a5a86cd7c06b11b98be2b2e9f5324c69b6bc9f223e66e9a30cbd	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zPage.cpp:33
<lambda-or-initializer>	runtime/src/Heap/Allocator/zPage.cpp:75	runtime/src/Heap/Allocator/zPage.cpp:138	d1de736d4f17a5a86cd7c06b11b98be2b2e9f5324c69b6bc9f223e66e9a30cbd	ZGC 无独立对应定义；原地保留，归 #228 / A06 / 对应机制包
AllocationStallRequest	runtime/src/Heap/Allocator/AllocationStallQueue.h:45	runtime/src/Heap/z/zPageAllocator.hpp:46	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zPageAllocator.hpp:45
GetRole	runtime/src/Heap/Allocator/AllocationStallQueue.h:50	runtime/src/Heap/z/zPageAllocator.hpp:51	c0456da581c8df54424c53c38466252fe86cc01948f314420d2882d395c406aa	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zPageAllocator.hpp:45
ExpectsPhysicalMemory	runtime/src/Heap/Allocator/AllocationStallQueue.h:51	runtime/src/Heap/z/zPageAllocator.hpp:52	5bad30f8163e26458077bd20234c84ca4366610777c78e0ca6b8755cb4ff5e77	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zPageAllocator.hpp:45
ClearsPayload	runtime/src/Heap/Allocator/AllocationStallQueue.h:52	runtime/src/Heap/z/zPageAllocator.hpp:53	b4f690a19127198047686ca2f2c37a9ccb6f28291296e8840812b508da7827e8	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zPageAllocator.hpp:45
Memory	runtime/src/Heap/Allocator/AllocationStallQueue.h:53	runtime/src/Heap/z/zPageAllocator.hpp:54	b3e6654c365c08dd4461323ae07f9c116bd5685add3977aec72ab9dc2ecc8d5a	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zPageAllocator.hpp:45
Memory	runtime/src/Heap/Allocator/AllocationStallQueue.h:54	runtime/src/Heap/z/zPageAllocator.hpp:55	b3e6654c365c08dd4461323ae07f9c116bd5685add3977aec72ab9dc2ecc8d5a	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zPageAllocator.hpp:45
Wait	runtime/src/Heap/Allocator/AllocationStallQueue.h:56	runtime/src/Heap/z/zPageAllocator.hpp:57	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zPageAllocator.hpp:45
<lambda-or-initializer>	runtime/src/Heap/Allocator/AllocationStallQueue.h:57	runtime/src/Heap/z/zPageAllocator.hpp:58	813b72905e95eb638f7fed1d72d30edd79bba91ddf5eea0809e2ba62b6223578	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zPageAllocator.hpp:45
Satisfy	runtime/src/Heap/Allocator/AllocationStallQueue.h:67	runtime/src/Heap/z/zPageAllocator.hpp:68	75c959309fda9293b56bfd7ec4d304ab04d0cd8cba50bbcfacb4c290cd5f3ed6	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zPageAllocator.hpp:45
AllocationStallQueue	runtime/src/Heap/Allocator/AllocationStallQueue.h:98	runtime/src/Heap/z/zPageAllocator.hpp:99	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zPageAllocator.hpp:45
EnqueueLocked	runtime/src/Heap/Allocator/AllocationStallQueue.h:102	runtime/src/Heap/z/zPageAllocator.hpp:103	04bee75d2d715d10688ebb92922b771335bdd8d5974e56cc6abb9da4d7f5d049	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zPageAllocator.hpp:45
IsStalling	runtime/src/Heap/Allocator/AllocationStallQueue.h:115	runtime/src/Heap/z/zPageAllocator.hpp:116	feb5f3d1b48176320525bf6361ad44cc92272a3e4b88c3e20359b9076b794fb5	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zPageAllocator.hpp:45
CaptureWaveBoundary	runtime/src/Heap/Allocator/AllocationStallQueue.h:121	runtime/src/Heap/z/zPageAllocator.hpp:122	2167b94e01ec0ac656744db94379592e4b1b57b8df769a01c91700416d888f1c	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zPageAllocator.hpp:45
SatisfyAvailable	runtime/src/Heap/Allocator/AllocationStallQueue.h:127	runtime/src/Heap/z/zPageAllocator.hpp:128	682af8ab906fb211f477ded354626bc98545380bc0ad2b3e88459a3f6fa445a6	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zPageAllocator.hpp:45
SatisfyAvailableLocked	runtime/src/Heap/Allocator/AllocationStallQueue.h:133	runtime/src/Heap/z/zPageAllocator.hpp:134	e5fe307dd06c65616e2e532959097adeefe4f6d340e30a03306cad560e15016b	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zPageAllocator.hpp:45
CompleteWave	runtime/src/Heap/Allocator/AllocationStallQueue.h:152	runtime/src/Heap/z/zPageAllocator.hpp:153	0b621f113f427561ff8cb32f1ef13dde2480a85c9966d103c53b6537f6d67cb4	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zPageAllocator.hpp:45
Pending	runtime/src/Heap/Allocator/AllocationStallQueue.h:172	runtime/src/Heap/z/zPageAllocator.hpp:173	5d0e1129ee8f0105c69dec0c2c3cb925c6b50c7bd9cf67d04e30303f0321eee5	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zPageAllocator.hpp:45
EnqueuedCount	runtime/src/Heap/Allocator/AllocationStallQueue.h:177	runtime/src/Heap/z/zPageAllocator.hpp:178	499ee6978f9ef0477400049adedec2952d06878d65bd48670179a806a6ff09eb	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zPageAllocator.hpp:45
DequeuedCount	runtime/src/Heap/Allocator/AllocationStallQueue.h:182	runtime/src/Heap/z/zPageAllocator.hpp:183	b72d6db96d51414cbd76da748cdbe6604c24e7310da3289a51f6b1dce4dfe702	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zPageAllocator.hpp:45
SatisfiedCount	runtime/src/Heap/Allocator/AllocationStallQueue.h:187	runtime/src/Heap/z/zPageAllocator.hpp:188	f9516fbe953a004456474e317737cc1399f8c57646a362e4153f31f2894dc8da	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zPageAllocator.hpp:45
FailedCount	runtime/src/Heap/Allocator/AllocationStallQueue.h:192	runtime/src/Heap/z/zPageAllocator.hpp:193	700f6d412af33bc9d8fd08013565106634bf838de13adb63d783a7f1dd1f211c	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zPageAllocator.hpp:45
<lambda-or-initializer>	runtime/src/Heap/Allocator/AllocationStallQueue.h:204	runtime/src/Heap/z/zPageAllocator.hpp:205	73a2e0a0f1b09f9235e5b405a175b9953003703c6fedef624ab16a736ba388fb	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zPageAllocator.hpp:45
SizeClass	runtime/src/Heap/Allocator/CartesianTree.cpp:16	runtime/src/Heap/z/zMappedCache.cpp:11	b1838af482c0b3fda4be47e776d9ff0022bfe8e0d6ab1ebb807865158cba5d60	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zMappedCache.cpp:36
AddEntry	runtime/src/Heap/Allocator/CartesianTree.cpp:24	runtime/src/Heap/z/zMappedCache.cpp:19	2db7e94850bd3057920f3285c12d446b3a6425b9538b7c2f91cec0fe031a690e	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zMappedCache.cpp:36
EraseEntry	runtime/src/Heap/Allocator/CartesianTree.cpp:36	runtime/src/Heap/z/zMappedCache.cpp:31	5f669c0f5baa5c4ecab4341f55bc18ea225428dd06e1cc4d1e47893e9ca2c24c	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zMappedCache.cpp:36
Insert	runtime/src/Heap/Allocator/CartesianTree.cpp:44	runtime/src/Heap/z/zMappedCache.cpp:39	6ede0bfb7c3779a1353814a7e4a847fe3eadc3b2785bc335e762242935d9f5a3	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zMappedCache.cpp:36
Remove	runtime/src/Heap/Allocator/CartesianTree.cpp:69	runtime/src/Heap/z/zMappedCache.cpp:64	e733cce227bfc53742af0747cd91110fd8ba03acb9e2b34be8b17fffc74b92f4	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zMappedCache.cpp:36
<lambda-or-initializer>	runtime/src/Heap/Allocator/CartesianTree.cpp:88	runtime/src/Heap/z/zMappedCache.cpp:83	c4ab0c29f96079fcddd9716c717e708cdb7471ed47d2d55ba495b69dc4605632	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zMappedCache.cpp:36
<lambda-or-initializer>	runtime/src/Heap/Allocator/CartesianTree.cpp:91	runtime/src/Heap/z/zMappedCache.cpp:86	f80ade4366f432bb010102350ccde8c7881f1fcc5164474241740c8bf8706e1e	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zMappedCache.cpp:36
Select	runtime/src/Heap/Allocator/CartesianTree.cpp:82	runtime/src/Heap/z/zMappedCache.cpp:77	60e5d466ad7dac32ab47b64227d1f291dbe8663556adebd9d32524afe6a5c358	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zMappedCache.cpp:36
RemoveContiguous	runtime/src/Heap/Allocator/CartesianTree.cpp:105	runtime/src/Heap/z/zMappedCache.cpp:100	9f029d2b1d848f6d2b003422acc6a17cbf10ff905759037e73532970cb1529dd	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zMappedCache.cpp:36
RemoveDiscontiguous	runtime/src/Heap/Allocator/CartesianTree.cpp:114	runtime/src/Heap/z/zMappedCache.cpp:109	d9fd3222037062042c415e6ed660e26c9d48fc7337ff2ac2b12f56e1faa50055	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zMappedCache.cpp:36
RemoveForUncommit	runtime/src/Heap/Allocator/CartesianTree.cpp:126	runtime/src/Heap/z/zMappedCache.cpp:121	694381141a150fcbda10b7c2f7d96f4b17e43a298777f6dc3e1e51ccc9ba23f3	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zMappedCache.cpp:36
MaxExtent	runtime/src/Heap/Allocator/CartesianTree.cpp:138	runtime/src/Heap/z/zMappedCache.cpp:133	88596dc89ed5a6ab48cb1300b898edfc3cf8602de1e8ff72ad8f8fa343ec7a8f	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zMappedCache.cpp:36
IsNull	runtime/src/Heap/Allocator/CartesianTree.h:55	runtime/src/Heap/z/zMappedCache.hpp:22	826f341508bd1a8a722468afdcde2d472a5b33669c143cab0e9d7d31a523b0cd	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zMappedCache.hpp:35
SetRefresh	runtime/src/Heap/Allocator/CartesianTree.h:58	runtime/src/Heap/z/zMappedCache.hpp:25	37ffe619ef7fb540a24b2da2d444a72a6b23a22c56eaa41ce36434b41cd87e50	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zMappedCache.hpp:35
Size	runtime/src/Heap/Allocator/CartesianTree.h:63	runtime/src/Heap/z/zMappedCache.hpp:30	f96e7f5d97bb379cd5be90f2f0d6b169a24b63c87deb554af08607dfbafd0878	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zMappedCache.hpp:35
MinSizeWatermark	runtime/src/Heap/Allocator/CartesianTree.h:64	runtime/src/Heap/z/zMappedCache.cpp:142	3848e17425c21175206ebf5c79138fd727269c60b8416f816874b4438d26cf59	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zMappedCache.hpp:35
ResetMinSizeWatermark	runtime/src/Heap/Allocator/CartesianTree.h:65	runtime/src/Heap/z/zMappedCache.cpp:146	0c25b0caae484bcf39db403bcc1c4aacc7128aacc24043e63883cfb02b9c106c	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zMappedCache.hpp:35
EntryCount	runtime/src/Heap/Allocator/CartesianTree.h:66	runtime/src/Heap/z/zMappedCache.hpp:33	27b7b31533b366382fe618f798f3ce504adcba3b2f609851c604a6e5eba15c7d	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zMappedCache.hpp:35
LastUsedNs	runtime/src/Heap/Allocator/CartesianTree.h:68	runtime/src/Heap/z/zMappedCache.hpp:35	bfa6053fa132f1d86567a965e0d1c77c9b95b69f9d6988d73a03c60e9b08fd6b	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zMappedCache.hpp:35
ForwardingAllocator	runtime/src/Heap/Allocator/ForwardingAllocator.h:24	runtime/src/Heap/z/zForwardingAllocator.cpp:11	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zForwardingAllocator.cpp:27
~ForwardingAllocator	runtime/src/Heap/Allocator/ForwardingAllocator.h:25	runtime/src/Heap/z/zForwardingAllocator.cpp:16	8ff79c17bd9a87b6a8d2c82d0e9cf26e2bdb9786b76c2138c860e1bbb1a1cc74	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zForwardingAllocator.cpp:27
aligned_size	runtime/src/Heap/Allocator/ForwardingAllocator.h:30	runtime/src/Heap/z/zForwardingAllocator.inline.hpp:11	43a567f3ad30a773871e8beb9fb84e5454ca77ccf5cfb65e2d64afccc8ccdca0	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zForwardingAllocator.inline.hpp:31
add_to_budget	runtime/src/Heap/Allocator/ForwardingAllocator.h:40	runtime/src/Heap/z/zForwardingAllocator.inline.hpp:23	fa0c9eee2d1a283760e6a6fbca053913048395706096a4e7e74422adfcab6982	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zForwardingAllocator.inline.hpp:31
valid	runtime/src/Heap/Allocator/ForwardingAllocator.h:49	runtime/src/Heap/z/zForwardingAllocator.inline.hpp:35	9b018f0b12ccbe8216adf2cc8c1561fe8e967b73f367d09daa6b69e3c69485f8	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zForwardingAllocator.inline.hpp:31
capacity	runtime/src/Heap/Allocator/ForwardingAllocator.h:50	runtime/src/Heap/z/zForwardingAllocator.inline.hpp:40	12ec1f760c9df853a06bc7d93018a09edee06960d24ca3bc3fa135d66c8c33a5	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zForwardingAllocator.inline.hpp:31
contains_for_test	runtime/src/Heap/Allocator/ForwardingAllocator.h:53	runtime/src/Heap/z/zForwardingAllocator.hpp:36	dd81a796d66be65b46351f3317e9afa6a3026c0d3d5b4d26f4d8ff699edef25d	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zForwardingAllocator.hpp:30
